path,source_group,object_group,source_date,label,score_top_1,score_top_74,score_top_147,score_top_369,score_top_737,score_top_1475,score_top_3686,score_top_7373,score_top_9216,score_top_14746,score_top_29491,score_top_49152,score_top_73728,score_top_147456
anomalies/objects_parts/2025-08-06_11-33-04_L0412_1_tile_1728_2304.png,anomaly:2025-08-06_11-33-04_L0412_1,anomaly:2025-08-06_11-33-04_L0412_1,2025-08-06_11-33-04,1,-0.25745996832847595,-0.27847567200660706,-0.28771528601646423,-0.2979089617729187,-0.3076588213443756,-0.3208833634853363,-0.3436191976070404,-0.36531463265419006,-0.37361761927604675,-0.3932347893714905,-0.42556676268577576,-0.45236825942993164,-0.476685106754303,-0.5333839058876038
anomalies/objects_parts/2025-08-06_11-33-04_L0412_1_tile_1920_2304.png,anomaly:2025-08-06_11-33-04_L0412_1,anomaly:2025-08-06_11-33-04_L0412_1,2025-08-06_11-33-04,1,-0.20581333339214325,-0.22180168330669403,-0.23059982061386108,-0.24905341863632202,-0.2717151343822479,-0.2996828258037567,-0.3395211398601532,-0.3738764524459839,-0.385445237159729,-0.4098162353038788,-0.44542863965034485,-0.47115662693977356,-0.4920046627521515,-0.5374394655227661
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_1728.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.21793916821479797,-0.23221305012702942,-0.23986147344112396,-0.2554199993610382,-0.2720188498497009,-0.2911017835140228,-0.3213736116886139,-0.34804293513298035,-0.35704997181892395,-0.3764210343360901,-0.40776941180229187,-0.4337543547153473,-0.4574280381202698,-0.5130876898765564
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_2304.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.18813014030456543,-0.21370857954025269,-0.22921638190746307,-0.2534995377063751,-0.2739154100418091,-0.2965063750743866,-0.328391432762146,-0.3542685806751251,-0.3636224567890167,-0.38477998971939087,-0.41937747597694397,-0.4481203854084015,-0.47327035665512085,-0.5369428992271423
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_960.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.20064815878868103,-0.23471489548683167,-0.24515095353126526,-0.261863648891449,-0.2755652964115143,-0.2908826470375061,-0.31718263030052185,-0.34101083874702454,-0.34976139664649963,-0.3702967166900635,-0.40903374552726746,-0.44451603293418884,-0.47581031918525696,-0.5388887524604797
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_1536.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.2356979101896286,-0.26589709520339966,-0.28031060099601746,-0.29728883504867554,-0.31043437123298645,-0.3257473111152649,-0.350148469209671,-0.37093597650527954,-0.37795692682266235,-0.393392950296402,-0.4186972677707672,-0.44036009907722473,-0.46072107553482056,-0.5112780928611755
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_1728.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.22349891066551208,-0.25031498074531555,-0.26222336292266846,-0.28238824009895325,-0.29807573556900024,-0.3166091740131378,-0.3451355993747711,-0.37019577622413635,-0.37898918986320496,-0.3988116979598999,-0.4323519468307495,-0.4601411521434784,-0.48444005846977234,-0.5358821749687195
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_960.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.18591591715812683,-0.2102849930524826,-0.22196263074874878,-0.2449432611465454,-0.26369708776474,-0.2844468355178833,-0.31303998827934265,-0.3377206027507782,-0.3465401828289032,-0.3662380874156952,-0.3973901867866516,-0.4235856831073761,-0.4479164481163025,-0.5057176351547241
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_1728.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.10130899399518967,-0.13170090317726135,-0.1465185135602951,-0.17810219526290894,-0.2052341252565384,-0.23355822265148163,-0.2734617292881012,-0.30317458510398865,-0.31271228194236755,-0.3336744010448456,-0.3724561631679535,-0.4103163480758667,-0.44557327032089233,-0.517647922039032
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_2304.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.03171909600496292,-0.061376191675662994,-0.07790440320968628,-0.10186399519443512,-0.13186144828796387,-0.1832137405872345,-0.2550680935382843,-0.3029235005378723,-0.3174102306365967,-0.3472156226634979,-0.3920349180698395,-0.42724287509918213,-0.4581396281719208,-0.5233151912689209
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_960.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.14389744400978088,-0.16575759649276733,-0.17422693967819214,-0.1872331202030182,-0.19926021993160248,-0.21396884322166443,-0.24415172636508942,-0.27771249413490295,-0.2897745370864868,-0.3159606456756592,-0.3575071394443512,-0.39207300543785095,-0.42284294962882996,-0.4911693334579468
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2688_2304.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.19963811337947845,-0.23091481626033783,-0.24056489765644073,-0.2546451985836029,-0.27052879333496094,-0.29201191663742065,-0.32465818524360657,-0.35130953788757324,-0.36022964119911194,-0.3798864483833313,-0.41164708137512207,-0.4392465054988861,-0.46417468786239624,-0.5190889239311218
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_3264_1728.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.14061546325683594,-0.1561187505722046,-0.1638963222503662,-0.17556744813919067,-0.18626205623149872,-0.20087303221225739,-0.22990664839744568,-0.2605718672275543,-0.27302926778793335,-0.3052082359790802,-0.3642418384552002,-0.4130893647670746,-0.4525527358055115,-0.5234329104423523
anomalies/objects_parts/2025-09-10_15-20-02_L0122_1_tile_2880_2112.png,anomaly:2025-09-10_15-20-02_L0122_1,anomaly:2025-09-10_15-20-02_L0122_1,2025-09-10_15-20-02,1,-0.1613854020833969,-0.23016393184661865,-0.24967029690742493,-0.2745945155620575,-0.29506736993789673,-0.31970739364624023,-0.35449913144111633,-0.3832543194293976,-0.3929508626461029,-0.4141448736190796,-0.44850537180900574,-0.47703075408935547,-0.5024434924125671,-0.5568296909332275
anomalies/objects_parts/2025-09-10_15-20-02_L0122_1_tile_3072_1920.png,anomaly:2025-09-10_15-20-02_L0122_1,anomaly:2025-09-10_15-20-02_L0122_1,2025-09-10_15-20-02,1,-0.16772031784057617,-0.22869594395160675,-0.2529880404472351,-0.2864207923412323,-0.3091472089290619,-0.3306654989719391,-0.361469030380249,-0.3878365159034729,-0.3969796895980835,-0.4170178771018982,-0.44894522428512573,-0.4752291142940521,-0.4985252022743225,-0.5493234992027283
anomalies/objects_parts/2025-09-24_14-46-03_L0097_1_tile_1728_960.png,anomaly:2025-09-24_14-46-03_L0097_1,anomaly:2025-09-24_14-46-03_L0097_1,2025-09-24_14-46-03,1,-0.16104522347450256,-0.1891276091337204,-0.20571847259998322,-0.23592233657836914,-0.25892069935798645,-0.2849469780921936,-0.32868024706840515,-0.36650004982948303,-0.3786349594593048,-0.403850793838501,-0.4412127733230591,-0.4690265357494354,-0.4914466142654419,-0.5389652252197266
anomalies/objects_parts/2025-09-24_14-46-03_L0097_1_tile_2496_960.png,anomaly:2025-09-24_14-46-03_L0097_1,anomaly:2025-09-24_14-46-03_L0097_1,2025-09-24_14-46-03,1,-0.2310955822467804,-0.2602463662624359,-0.27034738659858704,-0.2889592945575714,-0.3066135048866272,-0.3302607834339142,-0.36763936281204224,-0.3975193202495575,-0.40762367844581604,-0.42926666140556335,-0.4625096023082733,-0.48875585198402405,-0.5112662315368652,-0.5596370697021484
anomalies/objects_parts/2025-09-24_15-04-12_L0102_1_tile_1920_1536.png,anomaly:2025-09-24_15-04-12_L0102_1,anomaly:2025-09-24_15-04-12_L0102_1,2025-09-24_15-04-12,1,-0.27651095390319824,-0.30841517448425293,-0.31951573491096497,-0.33466142416000366,-0.3466835916042328,-0.36186522245407104,-0.38798788189888,-0.4138520359992981,-0.4230627119541168,-0.443099707365036,-0.4738060235977173,-0.4984109103679657,-0.5196956396102905,-0.5670294165611267
anomalies/objects_parts/2025-09-24_15-04-12_L0102_1_tile_1920_960.png,anomaly:2025-09-24_15-04-12_L0102_1,anomaly:2025-09-24_15-04-12_L0102_1,2025-09-24_15-04-12,1,-0.2336939424276352,-0.27088481187820435,-0.2873394787311554,-0.30843761563301086,-0.32599717378616333,-0.34457361698150635,-0.37105146050453186,-0.3941834270954132,-0.4025226831436157,-0.42153453826904297,-0.45358359813690186,-0.48029255867004395,-0.5030278563499451,-0.5525691509246826
anomalies/objects_parts/2025-09-24_15-04-12_L0102_1_tile_2496_960.png,anomaly:2025-09-24_15-04-12_L0102_1,anomaly:2025-09-24_15-04-12_L0102_1,2025-09-24_15-04-12,1,-0.2573755383491516,-0.2815970182418823,-0.2936716675758362,-0.3125850260257721,-0.3286500573158264,-0.3477298617362976,-0.3774600923061371,-0.4034879207611084,-0.4119366407394409,-0.42995113134384155,-0.4584346413612366,-0.4831324815750122,-0.5057474970817566,-0.5566459894180298
anomalies/objects_parts/2025-09-24_15-04-12_L0102_1_tile_2688_960.png,anomaly:2025-09-24_15-04-12_L0102_1,anomaly:2025-09-24_15-04-12_L0102_1,2025-09-24_15-04-12,1,-0.27196866273880005,-0.29378509521484375,-0.29974740743637085,-0.31078144907951355,-0.3224036395549774,-0.33681631088256836,-0.3614715337753296,-0.38606932759284973,-0.3948172628879547,-0.4144262373447418,-0.44616857171058655,-0.4724692404270172,-0.49612897634506226,-0.548250138759613
training/2025-02-07_test/objects_parts/178_obj16_centered.png,normal:2025-02-07_test:178,normal:2025-02-07_test:178_obj16,2025-02-07_test,0,-0.30096179246902466,-0.3242238163948059,-0.3331838548183441,-0.34819135069847107,-0.3667891025543213,-0.3881111741065979,-0.41740682721138,-0.4438602030277252,-0.45316070318222046,-0.47348180413246155,-0.5048078894615173,-0.5298644304275513,-0.5509660243988037,-0.5948321223258972
training/2025-02-07_test/objects_parts/178_obj19_centered.png,normal:2025-02-07_test:178,normal:2025-02-07_test:178_obj19,2025-02-07_test,0,-0.2700081467628479,-0.3032931089401245,-0.31535255908966064,-0.33878350257873535,-0.36094656586647034,-0.3825192451477051,-0.41062167286872864,-0.43374261260032654,-0.44186052680015564,-0.46029603481292725,-0.4913141429424286,-0.517421543598175,-0.5401366949081421,-0.5871330499649048
training/2025-02-07_test/objects_parts/178_obj32_centered.png,normal:2025-02-07_test:178,normal:2025-02-07_test:178_obj32,2025-02-07_test,0,-0.21393929421901703,-0.267625093460083,-0.2820391058921814,-0.3011516034603119,-0.31634557247161865,-0.33505791425704956,-0.36492201685905457,-0.3920782208442688,-0.4018121361732483,-0.42360177636146545,-0.4577528238296509,-0.48578742146492004,-0.5104486346244812,-0.5673482418060303
training/2025-02-07_test/objects_parts/178_obj38_centered.png,normal:2025-02-07_test:178,normal:2025-02-07_test:178_obj38,2025-02-07_test,0,-0.26483893394470215,-0.28878092765808105,-0.2957518696784973,-0.3079974949359894,-0.32083678245544434,-0.33734726905822754,-0.3646845817565918,-0.389347642660141,-0.39784401655197144,-0.4171393811702728,-0.4500758647918701,-0.47877323627471924,-0.5049997568130493,-0.5623065829277039
training/2025-02-07_test/objects_parts/178_obj40_centered.png,normal:2025-02-07_test:178,normal:2025-02-07_test:178_obj40,2025-02-07_test,0,-0.32499638199806213,-0.3356596529483795,-0.34256452322006226,-0.357861191034317,-0.37455347180366516,-0.39474204182624817,-0.4236294627189636,-0.4462016820907593,-0.45362961292266846,-0.46955013275146484,-0.49376180768013,-0.5133309364318848,-0.5306514501571655,-0.5710079073905945
training/2025-02-07_test/objects_parts/178_obj59_centered.png,normal:2025-02-07_test:178,normal:2025-02-07_test:178_obj59,2025-02-07_test,0,-0.20489554107189178,-0.2682255208492279,-0.2874004542827606,-0.3116547167301178,-0.3292141854763031,-0.3462942838668823,-0.37304574251174927,-0.3993673324584961,-0.40943238139152527,-0.43243274092674255,-0.4700191020965576,-0.5003882646560669,-0.5258229374885559,-0.5777899026870728
training/2025-02-07_test/objects_parts/178_obj7_centered.png,normal:2025-02-07_test:178,normal:2025-02-07_test:178_obj7,2025-02-07_test,0,-0.3212012052536011,-0.3538804352283478,-0.37006914615631104,-0.39009276032447815,-0.4047858715057373,-0.42063915729522705,-0.4449480473995209,-0.4662742614746094,-0.47350984811782837,-0.4894372522830963,-0.5145205855369568,-0.5351900458335876,-0.5537524223327637,-0.5946245789527893
training/2025-02-07_test/objects_parts/178_obj8_centered.png,normal:2025-02-07_test:178,normal:2025-02-07_test:178_obj8,2025-02-07_test,0,-0.19115939736366272,-0.2692800462245941,-0.2919127643108368,-0.3221893310546875,-0.3421202600002289,-0.36129283905029297,-0.38614746928215027,-0.40462803840637207,-0.4109776020050049,-0.42582717537879944,-0.45393168926239014,-0.48173704743385315,-0.5085301995277405,-0.5658431649208069
training/2025-06-25_test/objects_parts/142_obj11_tile_3239_1714.png,normal:2025-06-25_test:142,normal:2025-06-25_test:142_obj11,2025-06-25_test,0,-0.1375293731689453,-0.180678129196167,-0.2051912397146225,-0.24959808588027954,-0.28279855847358704,-0.3146984577178955,-0.3570365309715271,-0.38922712206840515,-0.3996158540248871,-0.4211435616016388,-0.4525991380214691,-0.47646209597587585,-0.49651920795440674,-0.5417634844779968
training/2025-06-25_test/objects_parts/142_obj13_tile_1962_881.png,normal:2025-06-25_test:142,normal:2025-06-25_test:142_obj13,2025-06-25_test,0,-0.3042287230491638,-0.3271772265434265,-0.33720454573631287,-0.3525947630405426,-0.3653528392314911,-0.3787297308444977,-0.3976125717163086,-0.4142206013202667,-0.4203472435474396,-0.4348006844520569,-0.4615935981273651,-0.48542657494544983,-0.5067185759544373,-0.5572132468223572
training/2025-06-25_test/objects_parts/142_obj15_tile_2794_1073.png,normal:2025-06-25_test:142,normal:2025-06-25_test:142_obj15,2025-06-25_test,0,-0.11516111344099045,-0.12146805226802826,-0.12636546790599823,-0.13638249039649963,-0.1462906450033188,-0.16135786473751068,-0.19185535609722137,-0.22905446588993073,-0.24331218004226685,-0.28183403611183167,-0.3603236675262451,-0.4194910228252411,-0.4643286466598511,-0.5447404980659485
training/2025-06-25_test/objects_parts/142_obj17_tile_3238_1074.png,normal:2025-06-25_test:142,normal:2025-06-25_test:142_obj17,2025-06-25_test,0,-0.27368173003196716,-0.30270206928253174,-0.3125888705253601,-0.3290306329727173,-0.34508177638053894,-0.36433300375938416,-0.3918772339820862,-0.4133291244506836,-0.4204367399215698,-0.4361317455768585,-0.4614972770214081,-0.4824124276638031,-0.5009254217147827,-0.5433624386787415
training/2025-06-25_test/objects_parts/142_obj1_tile_2160_2355.png,normal:2025-06-25_test:142,normal:2025-06-25_test:142_obj1,2025-06-25_test,0,-0.05252351611852646,-0.05941137671470642,-0.06215445697307587,-0.06840871274471283,-0.07808414101600647,-0.09138951450586319,-0.11576070636510849,-0.14761266112327576,-0.16627690196037292,-0.22687594592571259,-0.3409111201763153,-0.41392090916633606,-0.4639691710472107,-0.5457030534744263
training/2025-06-25_test/objects_parts/142_obj5_tile_3430_2163.png,normal:2025-06-25_test:142,normal:2025-06-25_test:142_obj5,2025-06-25_test,0,-0.09967166185379028,-0.12282917648553848,-0.1421206146478653,-0.1701042503118515,-0.19534797966480255,-0.23061780631542206,-0.29772794246673584,-0.3503311574459076,-0.36620792746543884,-0.3985916078090668,-0.44316646456718445,-0.47582271695137024,-0.5022392272949219,-0.5595856308937073
