top_k_pixels,top_k_fraction,tile_roc_auc,tile_average_precision,source_group_balanced_tile_roc_auc,source_group_balanced_tile_average_precision,tile_cohens_d,object_roc_auc,object_average_precision,source_image_roc_auc,source_image_average_precision,selected
1,1.52587890625e-05,0.6214285714285714,0.4543649754418274,0.592840909090909,0.5751842636121263,0.41215181874483753,0.8049999999999999,0.3365367965367966,0.4000000000000001,0.49428571428571433,False
33,0.0005035400390625,0.6333333333333333,0.4519738238915194,0.6335227272727273,0.5970147439776122,0.41563878694998335,0.8300000000000001,0.36514492753623184,0.4000000000000001,0.49428571428571433,False
66,0.001007080078125,0.6369047619047619,0.45488276137961525,0.6393181818181819,0.6021820577571905,0.4254629948430973,0.8350000000000001,0.3740338164251208,0.4000000000000001,0.49428571428571433,False
164,0.00250244140625,0.6511904761904761,0.45248804087504474,0.6475,0.5959440332343972,0.4513070208214325,0.8300000000000001,0.3286796536796537,0.4000000000000001,0.49428571428571433,False
328,0.0050048828125,0.6630952380952381,0.461808635612827,0.6556818181818183,0.6033363826002183,0.4789153879317723,0.8300000000000001,0.33333333333333326,0.4000000000000001,0.49428571428571433,False
655,0.0099945068359375,0.6773809523809524,0.4676962490084004,0.6688636363636364,0.6058565520453026,0.5066384092073469,0.81,0.2980952380952381,0.4000000000000001,0.49428571428571433,False
1638,0.024993896484375,0.7119047619047619,0.49435661998380115,0.7015909090909092,0.6296612592405221,0.5647613646001755,0.815,0.3087878787878788,0.4000000000000001,0.49428571428571433,False
3277,0.0500030517578125,0.7428571428571429,0.5277383471967403,0.73125,0.6552962158657945,0.6577370613645935,0.83,0.3276190476190476,0.36,0.48571428571428565,False
4096,0.0625,0.7571428571428571,0.5432603514609806,0.7419318181818182,0.6668544256843769,0.7032722385864976,0.835,0.33595238095238095,0.4,0.5,False
6554,0.100006103515625,0.7833333333333333,0.5795904838385784,0.7644318181818182,0.6961534237602942,0.8599934886716252,0.85,0.381010101010101,0.52,0.5453968253968254,False
13107,0.1999969482421875,0.8357142857142857,0.6569239537283256,0.8123863636363636,0.7478997550099221,1.2370000077680305,0.8800000000000001,0.4555555555555555,0.64,0.6277777777777778,False
21845,0.3333282470703125,0.8702380952380953,0.7572819039489749,0.8503409090909091,0.8177508714422335,1.5651464579667944,0.8999999999999999,0.622156862745098,0.68,0.7277777777777779,False
32768,0.5,0.9000000000000001,0.811838909015342,0.8812500000000001,0.8548214134977447,1.7974038035444455,0.92,0.6499999999999999,0.8,0.7861904761904761,False
65536,1.0,0.9321428571428572,0.8691011266034472,0.914659090909091,0.898934620660437,1.9350663439325793,0.955,0.7933333333333332,0.8800000000000001,0.8766666666666667,True
