epoch,train_loss,normal_val_loss,learning_rate,epoch_duration_seconds
1,-153932.513078125,-826817.9625,0.0003666666666666668,20.470788700000412
2,-991300.7015,-1206603.978125,0.0006833333333333335,20.233340200000384
3,-1199783.0155,-1359389.578125,0.001,20.319017100000565
4,-1445925.069,-1598362.96875,0.0009966225596921006,20.45212629999878
5,-1579518.572,-1749944.6125,0.000986535912854621,20.499268100000336
6,-1740049.03,-1871520.10625,0.0009698764640825605,20.531914099999995
7,-1823047.5,-1937598.175,0.0009468695038415435,20.56629729999986
8,-1941403.331,-2057193.24375,0.0009178261618007609,20.67090730000018
9,-2014923.248,-2104872.125,0.0008831391993379289,20.583375199999864
10,-2088501.696,-2140654.88125,0.0008432776981154312,20.638233800000307
11,-2171637.817,-2289142.88125,0.0007987807165555395,20.764521699999023
12,-2237128.986,-2311525.65625,0.000750249999999998,20.643630399999893
13,-2296383.541,-2400867.65625,0.0006983418431365557,20.68236050000087
14,-2362391.033,-2461841.25,0.0006437582147391877,20.681576900000437
15,-2428771.378,-2427971.325,0.00058723726474463,20.629011799999716
16,-2492543.184,-2553422.6375,0.0005295433420407806,20.70478699999876
17,-2542781.356,-2602204.8,0.00047145665795921536,20.78939150000042
18,-2587653.176,-2628745.70625,0.0004137627352553672,20.694959800001016
19,-2630574.955,-2721273.95,0.00035724178526080967,20.74968269999954
20,-2687124.238,-2768873.575,0.0003026581568634405,20.742748399999982
21,-2732742.538,-2764527.1625,0.0002507499999999994,20.722827600000528
22,-2762584.122,-2822135.9625,0.0002022192834444582,20.76115469999968
23,-2804693.922,-2826595.1625,0.00015772230188456743,20.792060499999934
24,-2816747.728,-2883980.875,0.00011786080066207032,20.745862599998873
25,-2856399.5,-2883951.5,8.317383819923811e-05,20.71949769999992
26,-2875109.994,-2910520.7125,5.413049615845548e-05,20.788406900001064
27,-2888416.102,-2916039.5125,3.112353591743872e-05,20.752482100000634
28,-2899064.79,-2925018.15,1.4464087145377964e-05,20.836303600000974
29,-2904655.608,-2927318.575,4.377440307899447e-06,20.791827800001556
30,-2906524.172,-2927802.25,1e-06,20.725193500000387
