top_k_pixels,top_k_fraction,tile_roc_auc,tile_average_precision,source_group_balanced_tile_roc_auc,source_group_balanced_tile_average_precision,tile_cohens_d,object_roc_auc,object_average_precision,source_image_roc_auc,source_image_average_precision,selected
1,6.781684027777777e-06,0.7595238095238095,0.5069999782278334,0.7678409090909091,0.6713770865148981,0.8067873603877581,0.86,0.34177489177489173,0.36,0.4577777777777778,False
74,0.0005018446180555555,0.7285714285714286,0.47547250017024056,0.7170454545454545,0.6229287995972664,0.6665756260622073,0.815,0.2859663865546218,0.27999999999999997,0.4301587301587302,False
147,0.0009969075520833333,0.7285714285714286,0.47650141580437155,0.7129545454545454,0.6205713583104218,0.6399087131536385,0.815,0.2859663865546218,0.27999999999999997,0.4301587301587302,False
369,0.00250244140625,0.7273809523809525,0.47439235393527496,0.7121590909090909,0.6174450802148109,0.6192314451534126,0.8049999999999999,0.2764411027568922,0.27999999999999997,0.4301587301587302,False
737,0.004998101128472222,0.736904761904762,0.4789593240564084,0.7263636363636363,0.6255545209114804,0.6231874862225408,0.81,0.27936507936507937,0.27999999999999997,0.4301587301587302,False
1475,0.010002983940972222,0.75,0.49947849203835454,0.7357954545454546,0.6323341687896501,0.6608728531022434,0.815,0.2926330532212885,0.31999999999999995,0.4634920634920635,False
3686,0.024997287326388888,0.7702380952380953,0.5207197556942937,0.7520454545454546,0.6424616179851211,0.7714150478296837,0.81,0.2849206349206349,0.31999999999999995,0.4634920634920635,False
7373,0.05000135633680555,0.8035714285714286,0.5833377426651403,0.7811363636363635,0.6882572814980354,0.9065930824587469,0.8600000000000001,0.342983682983683,0.36,0.4768253968253968,False
9216,0.0625,0.8142857142857143,0.6012233381281236,0.793409090909091,0.7079942876386839,0.9617174914813637,0.8650000000000001,0.35631701631701634,0.4,0.49682539682539684,False
14746,0.1000027126736111,0.8452380952380952,0.6591975297560952,0.8202272727272728,0.7487311373625929,1.1411382143192192,0.895,0.41388888888888886,0.52,0.5587301587301587,False
29491,0.19999864366319445,0.875,0.7550553937650712,0.8535227272727273,0.80847157485477,1.5038366717624572,0.9450000000000001,0.6533333333333333,0.76,0.7683333333333333,False
49152,0.3333333333333333,0.894047619047619,0.7890375299211205,0.8700000000000001,0.8282491288394488,1.790034675043015,0.9450000000000001,0.6533333333333333,0.76,0.7683333333333333,False
73728,0.5,0.9202380952380953,0.8600563950003728,0.8925000000000001,0.8677035525486511,2.0225479707957486,0.9450000000000001,0.6533333333333333,0.8,0.7861904761904761,False
147456,1.0,0.9535714285714285,0.915887735565607,0.9368181818181818,0.9308393277822137,2.2032109959615838,0.97,0.8444444444444443,0.92,0.9266666666666665,True
