path,split,class_name,label,source_date,source_group,object_group,sha256,train_rank_date_balanced,train_rank_object_uniform
anomalies/objects_parts/2025-08-06_11-33-04_L0412_1_tile_1728_2304.png,calibration,anomalies,1,2025-08-06_11-33-04,anomaly:2025-08-06_11-33-04_L0412_1,anomaly:2025-08-06_11-33-04_L0412_1,034050eb73adac3c40a8503442f24749cd0bfeba5663d00e8f8639d8bf3f7d9d,,
anomalies/objects_parts/2025-08-06_11-33-04_L0412_1_tile_1920_2304.png,calibration,anomalies,1,2025-08-06_11-33-04,anomaly:2025-08-06_11-33-04_L0412_1,anomaly:2025-08-06_11-33-04_L0412_1,0f3f59f997df02ffa6abd05d439ae0166ec9aebd09d7275a31f69fa8dfad4c00,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_1728.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2dfb153eea8f53de2d4a4569f36529a5791d7fa37bf402dc3dbcf7d245bf7375,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_2304.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,4ccb4a0bc55ea02bdf2e5673fcde9c208294625362cc58265160bfaabf3176ed,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_960.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,19bb2a9d4185ccd23e2bbe85db3b652d522ddf48e330ee24a59871d4214870c7,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_1536.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,041e85aa5d9348deead4f3f4333a03e3049bdab66c94e728293960b9d4b953ba,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_1728.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,48debaaadd998f60796d284d8d4feba03d83ad456714bbfa68503aa3deadc7f6,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_960.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,85276bf3127b642de008deb63e0947a265ae088ad5fb73a6f8af806e1a86dbbb,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_1728.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,46a95adb9856b564d360f3d863ff2e3c7ace8d873c64b415df5aaf08082d02d7,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_2304.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,4b8151857cb1570d7d5e3f345815f3da496599c70bc5758f573928591c4a8c4c,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_960.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,e1083e55f948922d2c4a516b561d5e2c23ca87654fdccf62ae38c0e97137ba3e,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2688_2304.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,dc0a6088395912f23a86c308835c5fab53fbc894afed82d8c925011fa280953e,,
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_3264_1728.png,calibration,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,e4213aa65aa03a784157736c6e9184bb25712cbdf4d1b2c97ac229cb6df1bc00,,
anomalies/objects_parts/2025-09-10_15-20-02_L0122_1_tile_2880_2112.png,calibration,anomalies,1,2025-09-10_15-20-02,anomaly:2025-09-10_15-20-02_L0122_1,anomaly:2025-09-10_15-20-02_L0122_1,e74ded2ece9a83843bc7993d80343c66ea96b7462e5d3b11f80ec5c6c716b82b,,
anomalies/objects_parts/2025-09-10_15-20-02_L0122_1_tile_3072_1920.png,calibration,anomalies,1,2025-09-10_15-20-02,anomaly:2025-09-10_15-20-02_L0122_1,anomaly:2025-09-10_15-20-02_L0122_1,255e9d1b66d3463f01745dc2c5f5137004fbc1d3a57b7c52f6a049606a3f5cd7,,
anomalies/objects_parts/2025-09-24_14-46-03_L0097_1_tile_1728_960.png,calibration,anomalies,1,2025-09-24_14-46-03,anomaly:2025-09-24_14-46-03_L0097_1,anomaly:2025-09-24_14-46-03_L0097_1,14fcc0ed51d72c9acba36490f4e6711ab5f39d26c20209577ac392030231b6c6,,
anomalies/objects_parts/2025-09-24_14-46-03_L0097_1_tile_2496_960.png,calibration,anomalies,1,2025-09-24_14-46-03,anomaly:2025-09-24_14-46-03_L0097_1,anomaly:2025-09-24_14-46-03_L0097_1,c4948782f99f48a14c6b12647042eb9bda07946bb6abce17a428f36ada08e8db,,
anomalies/objects_parts/2025-09-24_15-04-12_L0102_1_tile_1920_1536.png,calibration,anomalies,1,2025-09-24_15-04-12,anomaly:2025-09-24_15-04-12_L0102_1,anomaly:2025-09-24_15-04-12_L0102_1,8dfacbd1983806f4adf2673649d0a58ba505edb7f00ae42f976e01ae8e22c309,,
anomalies/objects_parts/2025-09-24_15-04-12_L0102_1_tile_1920_960.png,calibration,anomalies,1,2025-09-24_15-04-12,anomaly:2025-09-24_15-04-12_L0102_1,anomaly:2025-09-24_15-04-12_L0102_1,733b7244c5bc3a271a91b6b3423d6414c3f12f7eaa2a40b2c6270c860a213886,,
anomalies/objects_parts/2025-09-24_15-04-12_L0102_1_tile_2496_960.png,calibration,anomalies,1,2025-09-24_15-04-12,anomaly:2025-09-24_15-04-12_L0102_1,anomaly:2025-09-24_15-04-12_L0102_1,9f952489f544e09b72b5a8ba612b970bccce549eb60a5c3d552f171bce963613,,
