top_k_pixels,top_k_fraction,tile_roc_auc,tile_average_precision,source_group_balanced_tile_roc_auc,source_group_balanced_tile_average_precision,tile_cohens_d,object_roc_auc,object_average_precision,source_image_roc_auc,source_image_average_precision,selected
1,6.781684027777777e-06,0.6452380952380953,0.4172824739294142,0.5826136363636364,0.5350700650922731,0.36666849566623216,0.77,0.23239538239538238,0.23999999999999996,0.41349206349206347,False
74,0.0005018446180555555,0.6535714285714285,0.4115814831908754,0.6192045454545454,0.5452301632445156,0.27070631604313866,0.74,0.21255411255411255,0.23999999999999996,0.41349206349206347,False
147,0.0009969075520833333,0.6523809523809523,0.4082434352330409,0.6269318181818181,0.5456109011100199,0.23607883974521457,0.73,0.20448717948717948,0.19999999999999996,0.4034920634920635,False
369,0.00250244140625,0.6511904761904761,0.4063239011159412,0.6313636363636363,0.545931696231444,0.19850036205846255,0.71,0.19326649958228906,0.19999999999999996,0.4034920634920635,False
737,0.004998101128472222,0.6547619047619048,0.4092065723330354,0.6368181818181817,0.549073716736589,0.1866402252127782,0.7050000000000001,0.19095238095238096,0.19999999999999996,0.4034920634920635,False
1475,0.010002983940972222,0.661904761904762,0.41356352569572474,0.6468181818181818,0.5547626852698195,0.19429853662518204,0.71,0.19333333333333333,0.19999999999999996,0.4034920634920635,False
3686,0.024997287326388888,0.6928571428571428,0.4371893133286952,0.6781818181818182,0.5756758179302097,0.3096094044527402,0.745,0.21615384615384614,0.19999999999999996,0.4034920634920635,False
7373,0.05000135633680555,0.7333333333333334,0.48301697331186166,0.7111363636363637,0.6036566610790084,0.4893898019687683,0.77,0.25514906146485095,0.31999999999999995,0.4634920634920635,False
9216,0.0625,0.7464285714285714,0.5061025966696808,0.7214772727272727,0.6167682291513293,0.5566585785499247,0.77,0.2556618819776714,0.31999999999999995,0.4634920634920635,False
14746,0.1000027126736111,0.7773809523809524,0.5564643790867227,0.7356818181818182,0.6370100582809876,0.7437457809158788,0.78,0.2618538324420677,0.31999999999999995,0.4634920634920635,False
29491,0.19999864366319445,0.8464285714285714,0.6502542512379519,0.8152272727272727,0.7246319018302786,1.172662943178481,0.86,0.3441558441558441,0.36,0.4768253968253968,False
49152,0.3333333333333333,0.888095238095238,0.7523841483865026,0.8590909090909091,0.7927216504426962,1.5503890133617448,0.915,0.5638888888888889,0.6000000000000001,0.6726190476190477,False
73728,0.5,0.9011904761904761,0.8013001704976772,0.8705681818181817,0.8209086578379694,1.8669499694894154,0.91,0.5547979797979798,0.6000000000000001,0.6726190476190477,False
147456,1.0,0.9488095238095238,0.9151863659032298,0.9198863636363637,0.9159384915734954,2.1305077234935474,0.9650000000000001,0.7783333333333333,0.8800000000000001,0.8766666666666667,True
