epoch,train_loss,normal_val_loss,learning_rate,epoch_duration_seconds,gradient_norm_mean_before_clip,gradient_norm_max_before_clip,gradient_clip_fraction
1,504818.0315625,408444.271484375,8.625000000000006e-06,28.527126999999382,305181.6078125,462857.15625,1.0
2,344787.6471875,293888.47265625,1.575000000000001e-05,28.628265999999712,86199.250390625,187272.578125,1.0
3,273817.67203125,249379.5380859375,2.2875000000000007e-05,28.9646900000007,49680.865234375,67708.6875,1.0
4,239667.07078125,221233.1416015625,3e-05,29.03247310000006,59641.9633984375,97620.21875,1.0
5,215855.81171875,201213.9111328125,2.994482312233034e-05,29.11741510000138,84329.7875390625,158829.078125,1.0
6,199303.5334375,187073.166015625,2.9779712418677044e-05,29.488471099999515,113952.884375,214977.046875,1.0
7,187226.10859375,176703.07666015625,2.9505924481191513e-05,29.303568199999063,158092.79984375,290380.90625,1.0
8,177622.83515625,167590.33056640625,2.91255430013957e-05,29.35811300000023,177546.86625,413234.8125,1.0
9,169248.8075,159691.6748046875,2.8641462912031433e-05,29.372738299998673,191697.03953125,514794.8125,1.0
10,162394.869921875,153998.84619140625,2.8057368354874373e-05,29.378878099998474,304134.90609375,771316.75,1.0
11,157059.047734375,148795.64306640625,2.7377704642190367e-05,29.42256610000004,286390.965078125,677248.8125,1.0
12,151727.1484375,143549.03369140625,2.6607644425225186e-05,29.424364500000593,277752.50578125,624229.6875,1.0
13,146975.91546875,139301.93896484375,2.575304832720491e-05,29.412070100001074,365681.571796875,996409.9375,1.0
14,142573.90359375,134719.7685546875,2.482042034045477e-05,29.443610199999966,351869.8171875,1400098.375,1.0
15,138611.78875,131126.56665039062,2.3816858327090118e-05,29.459504199998264,544077.680234375,1578180.375,1.0
16,135708.934765625,128340.33471679688,2.2749999999999957e-05,29.454737100000784,478211.40546875,1292329.625,1.0
17,132738.262734375,125310.49682617188,2.16279647952401e-05,29.442084299998896,570241.15046875,1709718.625,1.0
18,129811.32421875,123064.96533203125,2.045929207822215e-05,29.412296700000297,531069.3903125,1178967.5,1.0
19,127390.838515625,120809.17504882812,1.925287615398651e-05,29.45235959999991,524637.93875,1185098.75,1.0
20,124901.49734375,118207.79370117188,1.8017898576170442e-05,29.457810400001108,544322.10171875,1261659.875,1.0
21,122659.334921875,115446.9326171875,1.6763758269841013e-05,29.505165200000192,464848.51984375,1088830.375,1.0
22,120345.911015625,113916.04223632812,1.549999999999993e-05,29.441856400000688,625620.27421875,1650400.875,1.0
23,118580.4528125,112043.91357421875,1.4236241730158885e-05,29.44054109999888,661112.3121875,1449025.125,1.0
24,117006.056640625,110863.41552734375,1.2982101423829447e-05,29.51145980000001,606782.7309375,1762655.25,1.0
25,115354.0841796875,108980.27075195312,1.1747123846013378e-05,29.446000700001605,541451.5846875,1500596.25,1.0
26,113654.8746875,107215.66162109375,1.0540707921777735e-05,29.43756519999988,532596.9809375,1494609.625,1.0
27,112161.7800390625,106020.9853515625,9.372035204759805e-06,29.452789899998606,572371.7025,1112323.0,1.0
28,110929.3348828125,104717.49755859375,8.249999999999972e-06,29.455085399999007,555521.410625,1183481.875,1.0
29,109871.21875,103792.40893554688,7.183141672909825e-06,29.44496219999928,597690.2509375,1377609.75,1.0
30,108740.45934570313,102537.83898925781,6.179579659545173e-06,29.474634100000912,361410.9596875,908632.0625,1.0
31,107528.252265625,101724.65100097656,5.24695167279506e-06,29.453563099999883,469032.03984375,1839852.625,1.0
32,106626.239375,100894.32312011719,4.392355574774832e-06,29.415987500000483,451384.36421875,1096342.5,1.0
33,105889.59470703125,100069.71691894531,3.6222953578096483e-06,29.490566699998453,415159.0078125,1189017.625,1.0
34,105204.9375,99269.32299804688,2.942631645125676e-06,29.44917389999864,361144.03984375,959178.0625,1.0
35,104597.47466796875,98903.5419921875,2.3585370879686024e-06,29.51412100000016,439930.6075,1227372.125,1.0
36,104147.504609375,98453.28002929688,1.8744569986043458e-06,29.498283099999753,342544.49640625,787175.625,1.0
37,103744.44625,98133.99035644531,1.4940755188085187e-06,29.486168699999325,354105.835703125,970458.0625,1.0
38,103407.3511328125,97882.16833496094,1.2202875813229878e-06,29.44598059999953,324610.1278125,657435.8125,1.0
39,103134.40453125,97586.68823242188,1.0551768776696902e-06,29.499756299999717,274309.82078125,646570.375,1.0
40,102880.5023828125,97379.98022460938,1e-06,29.414632599999095,297436.4590625,728251.8125,1.0
