top_k_pixels,top_k_fraction,tile_roc_auc,tile_average_precision,source_group_balanced_tile_roc_auc,source_group_balanced_tile_average_precision,tile_cohens_d,object_roc_auc,object_average_precision,source_image_roc_auc,source_image_average_precision,selected
1,6.781684027777777e-06,0.6607142857142858,0.4252944205293434,0.6847727272727273,0.6167472814461384,0.2727282186847938,0.8099999999999999,0.26932857991681525,0.039999999999999994,0.36103174603174604,False
74,0.0005018446180555555,0.719047619047619,0.4848689049608363,0.7439772727272728,0.6775801895346656,0.4403930870267302,0.8400000000000001,0.3012987012987013,0.12,0.38055555555555554,False
147,0.0009969075520833333,0.7309523809523809,0.4994688389812229,0.7554545454545455,0.6886220858415509,0.5253452090321891,0.86,0.32939393939393935,0.16000000000000003,0.39388888888888884,False
369,0.00250244140625,0.7488095238095238,0.5179629238029021,0.77125,0.7102545913873948,0.6777151914582099,0.87,0.3466666666666666,0.16000000000000003,0.39388888888888884,False
737,0.004998101128472222,0.7714285714285715,0.5445474689613319,0.795,0.7393426375780507,0.8181888030508819,0.885,0.3842424242424242,0.2,0.4105555555555555,False
1475,0.010002983940972222,0.7904761904761906,0.5647480193151817,0.8059090909090909,0.749080486371668,0.98668750462554,0.895,0.40329004329004325,0.27999999999999997,0.43555555555555553,False
3686,0.024997287326388888,0.8452380952380953,0.6558782963270239,0.8597727272727274,0.819932900129196,1.294838503988508,0.935,0.5253968253968254,0.48,0.5253968253968254,False
7373,0.05000135633680555,0.8964285714285715,0.7501287649126956,0.9073863636363637,0.8716912631367013,1.6161002124816388,0.9600000000000001,0.6544444444444444,0.68,0.6544444444444444,False
9216,0.0625,0.9059523809523811,0.7722250343518587,0.9118181818181819,0.8779911712995225,1.7326812066923845,0.9600000000000001,0.6544444444444444,0.68,0.6544444444444444,False
14746,0.1000027126736111,0.9273809523809524,0.8010395384700167,0.9281818181818182,0.8913462393441727,1.9877401454619037,0.9650000000000001,0.6683333333333333,0.72,0.6683333333333333,False
29491,0.19999864366319445,0.944047619047619,0.8578725559117717,0.9468181818181818,0.9334717275004659,2.331677583714259,0.98,0.8528571428571428,0.8400000000000001,0.8528571428571428,False
49152,0.3333333333333333,0.9547619047619047,0.9012243980731378,0.9586363636363636,0.9533754801409254,2.507519950293844,0.99,0.9428571428571428,0.92,0.9428571428571428,False
73728,0.5,0.9583333333333334,0.9192244263672837,0.9595454545454545,0.9574367350459669,2.565719662659487,0.99,0.9428571428571428,0.92,0.9428571428571428,True
147456,1.0,0.9511904761904763,0.9100325613617124,0.9506818181818182,0.9505152158191874,2.4114764863916065,0.99,0.9428571428571428,0.92,0.9428571428571428,False
