epoch,train_loss,normal_val_loss,learning_rate,epoch_duration_seconds,gradient_norm_mean_before_clip,gradient_norm_max_before_clip,gradient_clip_fraction
1,485952.5803125,406486.65234375,8.625000000000006e-06,34.48882460000459,346531.388125,585637.1875,1.0
2,329321.09,301234.923828125,1.575000000000001e-05,34.518676200008485,83636.60578125,174946.578125,1.0
3,262317.79671875,267656.6298828125,2.2875000000000007e-05,34.866939300030936,50396.0096875,75243.296875,1.0
4,233128.28828125,246374.2509765625,3e-05,34.784526699979324,62297.2165625,119605.296875,1.0
5,211026.8359375,231279.6767578125,2.994482312233034e-05,35.008197400020435,76837.1596875,144417.96875,1.0
6,197920.67828125,218829.8359375,2.9779712418677044e-05,35.097371299983934,91628.336171875,191519.03125,1.0
7,186700.44265625,209539.2333984375,2.9505924481191513e-05,35.22015210002428,109311.82796875,276354.03125,1.0
8,175991.668828125,202870.0224609375,2.91255430013957e-05,35.17453220003517,157743.827265625,351962.1875,1.0
9,168100.0609375,196485.1904296875,2.8641462912031433e-05,35.15432990004774,169646.321875,518681.28125,1.0
10,164498.78046875,192147.3974609375,2.8057368354874373e-05,35.177004600001965,228622.000859375,576677.3125,1.0
11,158696.7259375,187001.40625,2.7377704642190367e-05,35.03237769997213,264664.85390625,622274.5,1.0
12,152450.346953125,183675.0966796875,2.6607644425225186e-05,35.201545000018086,260568.206484375,796617.625,1.0
13,150052.48546875,180016.26953125,2.575304832720491e-05,35.37471890001325,367493.511953125,1023078.0,1.0
14,147226.147109375,180049.5712890625,2.482042034045477e-05,35.22184740001103,545469.27671875,1710892.5,1.0
15,145953.35296875,175576.83837890625,2.3816858327090118e-05,35.261277300014626,423355.835234375,1272724.5,1.0
16,141299.990234375,171919.23828125,2.2749999999999957e-05,35.35135319997789,490049.32609375,1412221.5,1.0
17,138876.639453125,170901.31396484375,2.16279647952401e-05,35.18995090003591,437022.54984375,1291355.125,1.0
18,136358.1021875,167403.90673828125,2.045929207822215e-05,35.2929363999865,465704.38578125,1323084.0,1.0
19,133788.22375,165189.185546875,1.925287615398651e-05,35.33921810000902,491653.783984375,1511895.375,1.0
20,131255.25998046875,163844.66162109375,1.8017898576170442e-05,35.25807179999538,624168.741171875,1644860.625,1.0
21,132811.56578125,162692.6142578125,1.6763758269841013e-05,35.328832699975464,608688.5459375,2079507.75,1.0
22,129129.7251171875,161467.40478515625,1.549999999999993e-05,35.38424220000161,686611.8246875,1858818.875,1.0
23,128181.80703125,159356.68359375,1.4236241730158885e-05,35.36673470004462,448764.29890625,1511307.125,1.0
24,126513.179375,157916.4365234375,1.2982101423829447e-05,35.276844099978916,440155.49171875,1425333.25,1.0
25,124649.8826171875,156576.79736328125,1.1747123846013378e-05,35.3961051000515,405704.588125,943576.75,1.0
26,123527.4218359375,155458.19580078125,1.0540707921777735e-05,35.2509229000425,488955.67578125,1415864.375,1.0
27,122849.7590625,153852.79248046875,9.372035204759805e-06,35.332491700013634,457361.48703125,1161175.25,1.0
28,121526.106328125,153061.90673828125,8.249999999999972e-06,35.40864929999225,519690.70734375,1435956.75,1.0
29,121251.220859375,152729.5703125,7.183141672909825e-06,35.339926399989054,375206.1278125,1494151.5,1.0
30,120580.453203125,152161.97314453125,6.179579659545173e-06,35.42994719999842,498796.5059375,1142337.625,1.0
31,118946.2812890625,150552.8720703125,5.24695167279506e-06,35.29394279996632,469236.67078125,1263094.125,1.0
32,113880.516484375,149951.38623046875,4.392355574774832e-06,35.19127770001069,397083.69484375,1235399.875,1.0
33,117493.1915625,149169.73583984375,3.6222953578096483e-06,35.42057240003487,386213.64953125,1040100.3125,1.0
34,118456.7440625,149367.77197265625,2.942631645125676e-06,35.325372599996626,461772.3759375,1236065.0,1.0
35,111252.17130859375,148631.8173828125,2.3585370879686024e-06,35.27977900003316,372384.00578125,961429.25,1.0
36,115594.0021875,148353.14453125,1.8744569986043458e-06,35.400543199968524,347437.418125,970104.1875,1.0
37,112674.1271875,148076.36669921875,1.4940755188085187e-06,35.28463189996546,371229.676484375,1141352.125,1.0
38,113444.59833984375,147751.46240234375,1.2202875813229878e-06,35.27895010000793,374285.79328125,1163790.5,1.0
39,115162.302890625,147756.806640625,1.0551768776696902e-06,35.41150350001408,284926.604609375,893666.25,1.0
40,113756.9148046875,147560.60107421875,1e-06,35.18754159996752,312434.76234375,711373.875,1.0
