path,source_group,object_group,source_date,label,score_top_1,score_top_74,score_top_147,score_top_369,score_top_737,score_top_1475,score_top_3686,score_top_7373,score_top_9216,score_top_14746,score_top_29491,score_top_49152,score_top_73728,score_top_147456
anomalies/objects_parts/2025-08-06_11-33-04_L0412_1_tile_1728_2304.png,anomaly:2025-08-06_11-33-04_L0412_1,anomaly:2025-08-06_11-33-04_L0412_1,2025-08-06_11-33-04,1,-0.36168888211250305,-0.37344321608543396,-0.3785327076911926,-0.3864869773387909,-0.39443978667259216,-0.40659821033477783,-0.42963889241218567,-0.4472125172615051,-0.45241281390190125,-0.46329763531684875,-0.48031431436538696,-0.49448177218437195,-0.5074717402458191,-0.5435921549797058
anomalies/objects_parts/2025-08-06_11-33-04_L0412_1_tile_1920_2304.png,anomaly:2025-08-06_11-33-04_L0412_1,anomaly:2025-08-06_11-33-04_L0412_1,2025-08-06_11-33-04,1,-0.3762825131416321,-0.38238537311553955,-0.3844479024410248,-0.3892471194267273,-0.3957574665546417,-0.40624532103538513,-0.42274025082588196,-0.43843865394592285,-0.44450998306274414,-0.45771488547325134,-0.4777022898197174,-0.49297356605529785,-0.5056202411651611,-0.5376169681549072
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_1728.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.3984120488166809,-0.4183224141597748,-0.42345714569091797,-0.43087050318717957,-0.43674468994140625,-0.4436282217502594,-0.45626431703567505,-0.4673619568347931,-0.47162553668022156,-0.482128381729126,-0.5000417232513428,-0.5152712464332581,-0.5288439393043518,-0.5636844038963318
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_2304.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.39806514978408813,-0.4107125401496887,-0.4171728491783142,-0.4290148615837097,-0.43972817063331604,-0.4499630928039551,-0.4627411663532257,-0.4721453785896301,-0.4753640592098236,-0.48292165994644165,-0.4964281916618347,-0.5098727345466614,-0.5233819484710693,-0.5600602626800537
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_960.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.4419761002063751,-0.4568074643611908,-0.4600341320037842,-0.464258074760437,-0.4677222967147827,-0.4714635908603668,-0.4770859479904175,-0.4823167324066162,-0.48420095443725586,-0.48878568410873413,-0.49780434370040894,-0.5064560770988464,-0.515748143196106,-0.5520617961883545
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_1536.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.37195223569869995,-0.39866867661476135,-0.40925443172454834,-0.42263656854629517,-0.43118956685066223,-0.43948647379875183,-0.45076093077659607,-0.46138161420822144,-0.4655457139015198,-0.4755212962627411,-0.4926255941390991,-0.5064608454704285,-0.5180270671844482,-0.5454595685005188
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_1728.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.40472716093063354,-0.4079603850841522,-0.410860538482666,-0.4178851842880249,-0.42628902196884155,-0.43643417954444885,-0.44842979311943054,-0.45995116233825684,-0.46412456035614014,-0.4743277430534363,-0.4926327168941498,-0.506565272808075,-0.5180982947349548,-0.5464796423912048
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_960.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.42095527052879333,-0.43138551712036133,-0.4356502592563629,-0.4411458969116211,-0.4456157982349396,-0.45068851113319397,-0.4582374393939972,-0.4658902883529663,-0.4686654508113861,-0.4751671254634857,-0.48628470301628113,-0.4960414171218872,-0.5054415464401245,-0.5355765223503113
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_1728.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.409524530172348,-0.420774906873703,-0.42548754811286926,-0.4342590570449829,-0.44208160042762756,-0.4518410563468933,-0.4667140543460846,-0.47821149230003357,-0.48206833004951477,-0.4906252324581146,-0.5047556161880493,-0.5163785815238953,-0.5267038345336914,-0.5541262626647949
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_2304.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.4085317552089691,-0.4240701198577881,-0.42756277322769165,-0.43209198117256165,-0.43659305572509766,-0.44264140725135803,-0.45361247658729553,-0.46451178193092346,-0.46827682852745056,-0.47666123509407043,-0.49106281995773315,-0.5033460855484009,-0.5144095420837402,-0.5433112382888794
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_960.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.39599308371543884,-0.4087863266468048,-0.4147108197212219,-0.4264947772026062,-0.4361399710178375,-0.4455130696296692,-0.4589602053165436,-0.4691818654537201,-0.47258245944976807,-0.48002755641937256,-0.4919384717941284,-0.5023830533027649,-0.5120329260826111,-0.5394307374954224
anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2688_2304.png,anomaly:2025-08-08_14-09-52_L0128_1,anomaly:2025-08-08_14-09-52_L0128_1,2025-08-08_14-09-52,1,-0.4135531783103943,-0.4265355169773102,-0.4383845031261444,-0.4532320201396942,-0.4627936780452728,-0.47196921706199646,-0.482876718044281,-0.4911327660083771,-0.4939080476760864,-0.5002204775810242,-0.5120032429695129,-0.5225192308425903,-0.532258927822113,-0.5586457252502441
