name,defect_type,label,raw_pred_score,sigmoid_pred_score
bent_015.png,bent,1,-2.6625099182128906,0.06522214412689209
good_000.png,good,0,-4.118776798248291,0.016004100441932678
scratch_002.png,scratch,1,-1.833552598953247,0.13781559467315674
color_020.png,color,1,-1.58603036403656,0.16994313895702362
color_005.png,color,1,-2.1588051319122314,0.103511281311512
color_012.png,color,1,-1.3615970611572266,0.20398084819316864
flip_013.png,flip,1,0.935042679309845,0.7180972099304199
good_005.png,good,0,-4.052783966064453,0.017077239230275154
scratch_005.png,scratch,1,-2.967503070831299,0.04891575872898102
scratch_017.png,scratch,1,-1.7921656370162964,0.14280740916728973
color_018.png,color,1,-1.4886047840118408,0.18413123488426208
scratch_015.png,scratch,1,-0.33674636483192444,0.4166000187397003
flip_014.png,flip,1,1.4868178367614746,0.8156002163887024
scratch_004.png,scratch,1,-2.2043111324310303,0.0993640124797821
good_009.png,good,0,-4.451900005340576,0.01152209285646677
color_009.png,color,1,-1.7209659814834595,0.15174677968025208
scratch_019.png,scratch,1,-3.1125996112823486,0.042590513825416565
good_001.png,good,0,-4.113811492919922,0.016082482412457466
color_008.png,color,1,-1.18867027759552,0.23349685966968536
bent_014.png,bent,1,-2.8768491744995117,0.05330992862582207
flip_012.png,flip,1,1.27401864528656,0.7814299464225769
good_010.png,good,0,-4.270625591278076,0.013780483976006508
flip_020.png,flip,1,1.9190024137496948,0.8720271587371826
flip_010.png,flip,1,1.3408076763153076,0.7926227450370789
good_014.png,good,0,-4.247447490692139,0.014099063351750374
good_021.png,good,0,-4.240442752838135,0.014196762815117836
bent_001.png,bent,1,-2.675082206726074,0.06445980817079544
color_021.png,color,1,-2.1679301261901855,0.10266757011413574
color_016.png,color,1,-2.756190538406372,0.059737980365753174
scratch_010.png,scratch,1,-1.9618324041366577,0.12326887995004654
flip_022.png,flip,1,1.8965946435928345,0.8695056438446045
scratch_012.png,scratch,1,-1.9373570680618286,0.12593849003314972
color_003.png,color,1,0.22671134769916534,0.55643630027771
bent_023.png,bent,1,-3.1068365573883057,0.042826130986213684
good_003.png,good,0,-4.258304595947266,0.013948940671980381
color_002.png,color,1,-1.6839892864227295,0.15656794607639313
bent_010.png,bent,1,-1.5250598192214966,0.17871764302253723
color_006.png,color,1,-3.00478196144104,0.04721030592918396
scratch_016.png,scratch,1,-1.9932520389556885,0.11991323530673981
good_008.png,good,0,-4.125591278076172,0.01589713990688324
bent_000.png,bent,1,-1.8885565996170044,0.13140912353992462
flip_009.png,flip,1,1.3896969556808472,0.8005439043045044
scratch_003.png,scratch,1,-2.563632011413574,0.0715159997344017
flip_002.png,flip,1,1.213647723197937,0.7709437608718872
color_015.png,color,1,-0.6074901223182678,0.35263195633888245
flip_006.png,flip,1,1.5518248081207275,0.8251771330833435
good_004.png,good,0,-4.355599880218506,0.012672094628214836
good_006.png,good,0,-4.093031883239746,0.016414621844887733
good_019.png,good,0,-4.301133155822754,0.013371959328651428
bent_013.png,bent,1,-3.031137466430664,0.04603884369134903
scratch_018.png,scratch,1,-1.4902713298797607,0.1838809996843338
good_002.png,good,0,-4.453064918518066,0.011508832685649395
scratch_011.png,scratch,1,-1.291242241859436,0.21564261615276337
scratch_007.png,scratch,1,-0.5444462895393372,0.3671538531780243
color_001.png,color,1,-3.182565689086914,0.039827100932598114
good_016.png,good,0,-3.107834577560425,0.042785242199897766
flip_011.png,flip,1,1.4371758699417114,0.8080169558525085
color_014.png,color,1,-0.9496431350708008,0.2789565920829773
good_020.png,good,0,-4.177859783172607,0.015099786221981049
good_013.png,good,0,-4.2303266525268555,0.014339038170874119
bent_007.png,bent,1,-3.4744443893432617,0.030048178508877754
flip_021.png,flip,1,1.091336727142334,0.7486333250999451
bent_004.png,bent,1,-2.8666133880615234,0.053828880190849304
flip_000.png,flip,1,1.0856248140335083,0.7475569844245911
scratch_022.png,scratch,1,-3.2754464149475098,0.03642319515347481
flip_001.png,flip,1,1.1091022491455078,0.7519617080688477
flip_015.png,flip,1,0.9467796683311462,0.7204670906066895
good_015.png,good,0,-4.505646705627441,0.01092575304210186
good_012.png,good,0,-4.470330238342285,0.01131406333297491
flip_017.png,flip,1,2.2490224838256836,0.9045661091804504
bent_003.png,bent,1,-2.579598903656006,0.07046299427747726
good_011.png,good,0,-3.9079904556274414,0.01968551240861416
flip_016.png,flip,1,2.0291712284088135,0.883825957775116
bent_021.png,bent,1,-1.489577054977417,0.18398521840572357
scratch_008.png,scratch,1,-1.1201316118240356,0.24598687887191772
bent_020.png,bent,1,-2.8575570583343506,0.054291993379592896
bent_022.png,bent,1,-3.5147087574005127,0.028896605595946312
bent_024.png,bent,1,-2.7535176277160645,0.05988829582929611
bent_005.png,bent,1,-1.3082834482192993,0.21277421712875366
scratch_021.png,scratch,1,-3.2592146396636963,0.03699718043208122
good_017.png,good,0,-4.289170742034912,0.013530704192817211
scratch_006.png,scratch,1,-1.988637089729309,0.12040112167596817
scratch_000.png,scratch,1,-3.7476625442504883,0.023029902949929237
color_004.png,color,1,-1.9225947856903076,0.12757249176502228
color_013.png,color,1,-0.755965530872345,0.31952282786369324
good_018.png,good,0,-4.322558879852295,0.013092214241623878
bent_008.png,bent,1,-2.7366862297058105,0.060842983424663544
flip_004.png,flip,1,1.2465227842330933,0.7766973376274109
bent_006.png,bent,1,-3.1072025299072266,0.042811132967472076
bent_011.png,bent,1,-1.8744131326675415,0.1330319046974182
color_000.png,color,1,-2.8990488052368164,0.05220060423016548
flip_003.png,flip,1,1.9229158163070679,0.8724632263183594
good_007.png,good,0,-3.7967529296875,0.021950874477624893
bent_002.png,bent,1,-2.730666160583496,0.06118788197636604
bent_017.png,bent,1,-1.570339560508728,0.17216800153255463
color_010.png,color,1,-3.5272512435913086,0.028546718880534172
