top_k_pixels,top_k_fraction,tile_roc_auc,tile_average_precision,source_group_balanced_tile_roc_auc,source_group_balanced_tile_average_precision,tile_cohens_d,object_roc_auc,object_average_precision,source_image_roc_auc,source_image_average_precision,selected
1,6.781684027777777e-06,0.6285714285714286,0.4172533025251737,0.6515909090909091,0.6183525780932553,0.17908549145007985,0.775,0.2877272727272727,0.11999999999999997,0.38126984126984126,False
74,0.0005018446180555555,0.6583333333333333,0.45727054883042473,0.6886363636363636,0.6703923323351084,0.3001475582670457,0.78,0.32601731601731604,0.2,0.4046031746031746,False
147,0.0009969075520833333,0.6785714285714285,0.4757853984562059,0.7102272727272728,0.6818895428886886,0.3638013755573505,0.8,0.3479723502304148,0.24,0.4157142857142857,False
369,0.00250244140625,0.7154761904761905,0.5133342877838543,0.7548863636363637,0.7255507255890357,0.47427348363076755,0.8350000000000001,0.39084249084249084,0.32,0.4523809523809524,False
737,0.004998101128472222,0.738095238095238,0.5317831576342771,0.7773863636363637,0.739967865962794,0.5610712622535385,0.8450000000000001,0.39404761904761904,0.32,0.4523809523809524,False
1475,0.010002983940972222,0.769047619047619,0.5697606458362634,0.8046590909090909,0.762894748146248,0.6588271663356386,0.8700000000000001,0.4342857142857143,0.39999999999999997,0.48666666666666664,False
3686,0.024997287326388888,0.8011904761904762,0.6084632762598292,0.8363636363636364,0.7893517929527989,0.8180005413024354,0.895,0.4491666666666666,0.39999999999999997,0.48666666666666664,False
7373,0.05000135633680555,0.8261904761904761,0.639926379187262,0.8610227272727273,0.8073869730933305,0.9734471135012165,0.91,0.4866666666666666,0.48,0.52,False
9216,0.0625,0.8369047619047618,0.652499854313795,0.8671590909090909,0.8122194498005519,1.032809581091241,0.915,0.4914285714285713,0.48,0.52,False
14746,0.1000027126736111,0.8619047619047618,0.6896908743432549,0.8918181818181817,0.8442223575744212,1.1974314498150982,0.9349999999999999,0.5442424242424242,0.52,0.5533333333333332,False
29491,0.19999864366319445,0.8845238095238095,0.7406994235944091,0.9130681818181818,0.8754213848409382,1.5747703423438995,0.9550000000000001,0.6277777777777778,0.64,0.6277777777777778,False
49152,0.3333333333333333,0.9083333333333332,0.8150407943450333,0.9360227272727273,0.9220786786919727,1.9042719856568677,0.98,0.8528571428571428,0.8400000000000001,0.8528571428571428,False
73728,0.5,0.9249999999999999,0.8716233868809238,0.9488636363636362,0.9472561844750139,2.109882172261314,0.985,0.9028571428571428,0.88,0.9028571428571428,True
147456,1.0,0.9297619047619048,0.879308530017965,0.9425,0.9446356429719117,2.102940629899198,0.99,0.9266666666666665,0.92,0.9266666666666665,False
