epoch,train_loss,normal_val_loss,learning_rate,epoch_duration_seconds,gradient_norm_mean_before_clip,gradient_norm_max_before_clip,gradient_clip_fraction
1,489277.528125,413065.12109375,8.625000000000006e-06,34.539660900016315,315966.78640625,482805.625,1.0
2,333665.4878125,306140.576171875,1.575000000000001e-05,34.75133980001556,86047.7358203125,185975.625,1.0
3,266517.92921875,270639.8876953125,2.2875000000000007e-05,34.96435670001665,52472.0625390625,81900.5859375,1.0
4,236682.12859375,249595.494140625,3e-05,35.1397059999872,63956.269609375,92077.5546875,1.0
5,214698.62265625,232440.701171875,2.994482312233034e-05,35.17008509999141,90829.266640625,199194.0,1.0
6,200281.82359375,222311.87109375,2.9779712418677044e-05,35.17392039997503,118446.73546875,270334.25,1.0
7,189331.69453125,213402.3134765625,2.9505924481191513e-05,35.19600429997081,151908.70359375,291208.9375,1.0
8,182759.206328125,205794.375,2.91255430013957e-05,35.21686859999318,158212.184375,283904.125,1.0
9,173617.22234375,200180.158203125,2.8641462912031433e-05,35.37928550003562,198870.69859375,462014.09375,1.0
10,165871.44578125,193926.7236328125,2.8057368354874373e-05,35.31597320002038,207197.0428125,536603.25,1.0
11,161276.75640625,189958.4833984375,2.7377704642190367e-05,35.33050149999326,288415.099140625,655274.75,1.0
12,157078.5859375,186884.8447265625,2.6607644425225186e-05,35.39110070001334,313607.75828125,1185857.75,1.0
13,154779.072890625,182956.5595703125,2.575304832720491e-05,35.28009140002541,368027.545859375,957868.4375,1.0
14,150871.814609375,179258.017578125,2.482042034045477e-05,35.31473059998825,386782.06984375,1074927.0,1.0
15,144205.4254296875,176523.93115234375,2.3816858327090118e-05,35.36898420000216,380505.53984375,1337615.25,1.0
16,143494.520859375,174105.83203125,2.2749999999999957e-05,35.29791909997584,419599.42109375,1064622.875,1.0
17,140723.235078125,170974.0908203125,2.16279647952401e-05,35.34685430000536,446525.0228125,1120463.875,1.0
18,139448.489609375,168732.74609375,2.045929207822215e-05,35.42774529999588,456637.023125,1020685.0,1.0
19,135809.824765625,166337.37353515625,1.925287615398651e-05,35.34961889998522,390369.202890625,1183735.0,1.0
20,134909.7224609375,164631.84326171875,1.8017898576170442e-05,35.37601000000723,466123.19359375,1115233.375,1.0
21,129903.648828125,162423.92333984375,1.6763758269841013e-05,35.42626499995822,386875.33671875,1375549.5,1.0
22,128506.64359375,160440.88525390625,1.549999999999993e-05,35.35908460000064,492622.48765625,1328029.375,1.0
23,129332.004453125,158771.9677734375,1.4236241730158885e-05,35.385718899953645,457037.940703125,1262604.25,1.0
24,125724.6976171875,157438.34814453125,1.2982101423829447e-05,35.37672910001129,424407.575625,1004690.625,1.0
25,119721.8340625,156159.55615234375,1.1747123846013378e-05,35.38736759999301,496988.77015625,1225390.5,1.0
26,124273.4,154396.49658203125,1.0540707921777735e-05,35.312484099995345,438686.814375,1112889.125,1.0
27,122346.49515625,153193.27978515625,9.372035204759805e-06,35.26994500000728,420047.23890625,1246928.0,1.0
28,117080.775625,152489.13134765625,8.249999999999972e-06,35.35179489996517,447271.72984375,934423.9375,1.0
29,119623.715390625,151416.3359375,7.183141672909825e-06,35.37882670003455,418611.5171875,1174217.875,1.0
30,118383.5341796875,150368.88720703125,6.179579659545173e-06,35.321082600043155,409898.14046875,1208084.375,1.0
31,114650.1762109375,149627.0634765625,5.24695167279506e-06,35.38720170001034,459906.75578125,1152821.0,1.0
32,115253.76546875,149263.38720703125,4.392355574774832e-06,35.446222400001716,435091.169765625,1404132.75,1.0
33,112047.6831640625,148301.96826171875,3.6222953578096483e-06,35.275462999998126,359806.47609375,861907.4375,1.0
34,118317.687578125,147942.802734375,2.942631645125676e-06,35.30610639997758,402116.372421875,1075116.5,1.0
35,116848.70703125,147617.275390625,2.3585370879686024e-06,35.411786500015296,430276.561015625,1114954.25,1.0
36,112654.1162109375,147474.71875,1.8744569986043458e-06,35.261957499955315,381508.91375,1062374.875,1.0
37,111780.879296875,147232.21044921875,1.4940755188085187e-06,35.252244899980724,339698.481796875,770017.9375,1.0
38,113506.628125,147196.78076171875,1.2202875813229878e-06,35.30739530001301,357206.5721875,1150729.375,1.0
39,112820.97939453126,146822.75341796875,1.0551768776696902e-06,35.35480670002289,287402.34859375,680634.4375,1.0
40,112804.456328125,146663.92138671875,1e-06,35.30065140000079,289598.930234375,804334.9375,1.0
