top_k_pixels,top_k_fraction,tile_roc_auc,tile_average_precision,source_group_balanced_tile_roc_auc,source_group_balanced_tile_average_precision,tile_cohens_d,object_roc_auc,object_average_precision,source_image_roc_auc,source_image_average_precision,selected
1,6.781684027777777e-06,0.719047619047619,0.49208166783009616,0.7463636363636363,0.6969272724522926,0.5823829306451739,0.83,0.3371785077667431,0.24,0.4305555555555555,False
74,0.0005018446180555555,0.7166666666666667,0.4894425785676589,0.7372727272727273,0.6902593705895312,0.6770992629409041,0.8200000000000001,0.3338095238095238,0.28,0.44126984126984126,False
147,0.0009969075520833333,0.7261904761904763,0.49777460990389194,0.7417045454545454,0.6931867117611106,0.7465353403281777,0.8200000000000001,0.33666666666666667,0.28,0.44126984126984126,False
369,0.00250244140625,0.7547619047619047,0.5595909695396606,0.7701136363636364,0.7457223774877692,0.8752804637912479,0.8400000000000001,0.488328664799253,0.4,0.5888888888888888,False
737,0.004998101128472222,0.7809523809523811,0.6286996621007646,0.7943181818181819,0.7904720877559015,1.0171980106839433,0.86,0.5972527472527474,0.52,0.7,False
1475,0.010002983940972222,0.8011904761904761,0.6504876387658236,0.8163636363636363,0.8091127557449771,1.1967840951842665,0.88,0.6246031746031746,0.56,0.7142857142857142,False
3686,0.024997287326388888,0.8499999999999999,0.7167488860592575,0.8488636363636364,0.8412878361036031,1.4732691932289401,0.9,0.6726315789473685,0.6400000000000001,0.7642857142857142,False
7373,0.05000135633680555,0.8952380952380952,0.7936492052947428,0.8897727272727273,0.886109432081344,1.6795490712970689,0.9200000000000002,0.7388888888888889,0.7200000000000002,0.81,False
9216,0.0625,0.905952380952381,0.8120893339057387,0.8938636363636363,0.8906200267691655,1.7453416382740203,0.915,0.7359649122807017,0.7200000000000002,0.81,False
14746,0.1000027126736111,0.9202380952380953,0.8251418265721815,0.904659090909091,0.8956237003407744,1.8887033496436012,0.93,0.7458333333333333,0.76,0.8211111111111111,False
29491,0.19999864366319445,0.9392857142857143,0.8532425316259904,0.9275,0.9109556477405283,2.0972562525261957,0.9400000000000001,0.7302564102564102,0.8,0.835,False
49152,0.3333333333333333,0.944047619047619,0.8684667694692758,0.9337500000000001,0.9216986263801207,2.261677350778769,0.95,0.7666666666666666,0.8400000000000001,0.8528571428571428,False
73728,0.5,0.9511904761904761,0.8867723615843919,0.9434090909090909,0.9345545197170343,2.3936282751252143,0.96,0.800909090909091,0.8400000000000001,0.8528571428571428,False
147456,1.0,0.9642857142857143,0.9155377117842234,0.9553409090909091,0.9482658341906984,2.558797902483727,0.9750000000000001,0.8711111111111112,0.88,0.9028571428571428,True
